	H3BO3	K2SO4	K2HPO4	FeSO4	NH4Cl	MgCl2	NaCl	(NH4)6Mo7O24	CoCl2	CuSO4	MnSO4	ZnSO4	OD340
0	0.005744704311024763	0.17846161562281312	2.5660314323539564	0.02056949387441179	13.908466946365301	5.1141233579268786	452.17811075493876	0.0002812778583612299	0.0021031884659615343	0.00048689083188672646	0.005530801722103564	0.0008347612641866524	0.5858442601312708
1	0.023718033579689192	0.18615484649663142	2.260340120185518	0.09895158346395015	7.259734586564174	3.1472667708223807	463.2732365442585	0.00024743888331629326	0.002705861399248853	0.0006089391522428536	0.0016496924134594276	0.0008347612641866524	0.5825376120168388
2	0.03766115821444685	0.14886291767135	1.8893829962247937	0.005115678611157992	12.763576496403044	4.11657443584805	406.03008950782566	0.00013271678433847813	0.002677896894236245	0.0005843045210761897	0.006399194663206882	0.0008347612641866524	0.578920199363694
3	0.037661124033276226	0.14886291774435964	1.8893829965489302	0.0051156996029660074	12.763576496136741	4.116574436232538	406.0300895078304	0.00026828537866315297	0.002678434562840285	0.00059177896035748	0.006399392173595589	0.0008347612641866524	0.5807182618198122
4	0.015491744597884525	0.15627986927274787	1.5484185051124062	0.08834949933482847	8.437720343121809	4.62911459554997	458.741766367141	6.341815515017208e-05	0.0011785301263462615	0.000905692351961986	0.006883570114972964	0.0008347612641866524	0.5709994239470214
5	0.018674324864999425	0.15488970757077603	4.665776960027943	0.08795582536681601	7.516628853822793	3.6138071183026987	388.5067049886761	3.2979927635381104e-05	0.001600555402849993	0.0009922349512880783	0.007470420860081456	0.0008347612641866524	0.5633774954940024
6	0.03507665821776123	0.1910391270628416	4.509529366915194	0.04684867228991932	11.911455873157513	1.8680153027399071	363.16031402419236	0.00011119576801318222	0.0024692077688375654	0.0009922352323528364	0.0073727087973824565	0.0008347612641866524	0.5789844099801358
7	0.003919234545923148	0.20009372908679576	6.212247646255129	0.02792637214015029	13.059003487143352	2.50277953061662	357.5538134806172	0.0002803806917215121	7.78809729300892e-05	0.0009922290826217585	0.00554761827538428	0.0008347612641866524	0.5675177416735666
8	0.018344756295886947	0.18763186644412033	5.571781729374268	0.07432100736829074	8.342787308372898	4.429468487579408	376.703506093459	7.583440519389517e-05	0.0017876121628790423	0.0009922351511961495	0.007886479786904847	0.0008347612641866524	0.5611570048481614
9	0.029671495806860553	0.19243233199856968	6.308068462886603	0.06291495645309096	8.440861327069689	4.636514979716941	392.8529336804293	0.0001737904446223945	0.00288077055852682	0.00026192338193204996	0.006223922869123256	0.0008347612641866524	0.5687866113644924
10	0.006221087609736144	0.15043145235307387	6.409492489582021	0.07174016743404078	7.294398343404744	1.0922704583820888	384.37637271984266	0.0002898527053716082	0.0025851324608836363	0.0009046072642696203	0.0028798066332550933	0.0008347612641866524	0.5586713426474249
11	0.022423937212410587	0.18532282116858	4.807578705157483	0.08731104212329262	14.059312381675264	3.2900730307269903	410.1595807746784	0.00029311127764215545	0.0002717499863549188	0.0009926683561229898	0.001597030815747093	0.0008347612641866524	0.570466564862474
